Duration,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Engagement_Score,Month,DayOfWeek,Num_Channels,Campaign_Type_Influencer,Campaign_Type_Paid Ads,Campaign_Type_SEO,Campaign_Type_Social Media,Target_Audience_Premium Shoppers,Target_Audience_Tier 2 City Customers,Target_Audience_Working Women,Target_Audience_Youth,Language_English,Language_Hindi,Language_Tamil,Customer_Segment_Premium Shoppers,Customer_Segment_Tier 2 City Customers,Customer_Segment_Working Women,Customer_Segment_Youth
19,26341,3511,1520,863,418555,123.15,2.94,22.38,5,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
19,91408,2245,617,460,319240,147.32,3.71,3.63,4,5,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30,89632,6178,1397,742,387324,70.77,6.38,9.28,1,2,2,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
13,94247,4528,2129,1646,574454,50.01,5.98,8.81,5,5,1,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
21,77481,10478,3009,1618,464366,129.6,1.21,19.5,5,6,3,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
19,39664,5442,2870,2007,684387,71.31,3.78,26.02,5,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
29,81340,10901,4926,3514,1373974,82.42,3.74,23.78,12,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
30,31465,2092,529,334,183366,399.83,0.37,9.39,12,6,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
10,17093,906,479,380,166440,775.26,-0.44,10.33,4,6,1,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
15,51720,6603,3631,2878,823108,23.88,10.98,25.35,10,1,3,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
17,33190,1692,669,301,88494,730.53,-0.6,8.02,8,1,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
30,99985,14640,6689,5255,2475105,44.29,9.63,26.59,8,5,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
12,25700,1885,1050,806,376402,306.28,0.52,14.56,9,4,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
10,78013,10140,4540,2306,1512736,116.17,4.65,21.77,12,4,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
20,35223,3829,2003,1048,396144,239.96,0.58,19.53,4,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
5,40608,3976,997,449,273441,243.32,1.5,13.35,10,2,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
19,75298,10908,3400,2270,1262120,119.99,3.63,22.02,1,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
27,78737,2783,849,343,70658,350.22,-0.41,5.05,11,0,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
30,61925,2961,1186,383,166222,393.21,0.1,7.32,8,6,2,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
27,22530,1022,292,230,74060,1003.97,-0.68,6.85,9,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
14,90247,10985,5814,2074,466650,49.35,3.56,20.91,1,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
19,27214,3887,2235,1403,1031205,73.04,9.06,27.65,12,6,2,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
12,10966,1062,597,406,290696,505.95,0.42,18.83,11,0,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
26,12158,1492,775,317,82420,533.38,-0.51,21.25,10,4,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
8,35161,1760,448,326,212552,507.06,0.29,7.21,12,2,2,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
18,87796,2754,1029,760,244720,191.9,0.68,5.17,8,1,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
12,11842,1192,540,192,78720,720.51,-0.43,16.25,4,5,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
19,38893,1626,909,454,114408,397.89,-0.37,7.69,11,3,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14,15677,545,190,57,27189,4318.91,-0.89,5.05,7,1,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
27,16105,1268,610,459,118881,524.88,-0.51,14.51,6,0,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
10,42267,4678,2203,1000,450000,288.53,0.56,18.65,5,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22,70405,6530,1967,823,339899,363.21,0.14,13.24,6,3,1,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
15,60313,3157,1855,911,276033,279.73,0.08,9.82,2,4,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
21,18287,2209,600,243,141426,435.81,0.34,16.69,4,4,2,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
7,25468,781,422,242,175934,482.55,0.51,5.67,1,1,1,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
25,48464,6344,3538,1123,411018,186.93,0.96,22.71,4,6,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
12,49785,1873,435,282,71628,639.8,-0.6,5.2,7,0,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
12,44485,3417,704,491,216040,540.66,-0.19,10.37,8,1,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
8,76129,1831,435,134,27336,2236.75,-0.91,3.15,10,2,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
8,62709,9072,4544,1971,1517670,80.71,8.54,24.86,10,2,3,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
30,63419,2295,1122,529,203136,223.32,0.72,6.22,7,1,1,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
6,63532,6721,1932,1055,483190,171.56,1.67,15.28,7,2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
10,11810,1398,758,373,284599,429.92,0.77,21.41,2,5,3,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
22,11297,600,351,121,57838,2159.77,-0.78,9.49,12,1,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
28,72323,7197,3442,1160,595080,201.3,1.55,16.31,9,2,2,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
29,43457,3464,1564,862,597366,71.59,8.68,13.55,9,2,3,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
30,31973,3623,1745,1023,651651,164.91,2.86,19.99,10,4,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
5,84954,11451,3320,1818,805374,48.69,8.1,19.53,7,4,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
25,43412,5972,1562,1210,529980,204.61,1.14,20.14,10,3,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
16,15069,2056,528,199,130146,584.95,0.12,18.47,10,2,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
11,55334,6435,2946,1119,707208,252.77,1.5,18.98,3,6,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
28,22506,2981,1011,309,237930,786.38,-0.02,19.11,9,5,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
28,73737,9526,3070,2144,1408608,67.26,8.77,19.99,12,3,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
27,54451,6137,1574,500,219500,208.42,1.11,15.08,9,0,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
20,14661,579,156,72,21456,2518.31,-0.88,5.5,1,0,3,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
25,72412,6452,1868,886,586532,336.91,0.96,12.71,3,1,1,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
7,96660,8364,3386,2528,791264,74.45,3.2,14.77,8,6,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
9,26235,782,266,133,76076,689.68,-0.17,4.5,4,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
27,72308,7779,4131,1756,507484,119.59,1.42,18.9,1,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
15,19097,1493,360,278,164298,686.53,-0.14,11.16,3,6,3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
21,19464,1474,399,168,81648,653.45,-0.26,10.49,8,0,2,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
6,86152,6970,1841,1335,768960,212.44,1.71,11.78,5,1,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5,26430,1990,1070,455,343980,347.49,1.18,13.3,4,6,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18,63212,8873,4214,3072,1895424,30.55,19.2,25.56,1,5,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
26,62922,8591,3853,1618,692504,67.91,5.3,22.35,11,1,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
12,14526,1084,374,271,216800,959.81,-0.17,11.9,7,1,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
23,15380,562,282,184,129720,1346.01,-0.48,6.68,1,2,2,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
27,19632,2284,564,417,130521,222.07,0.41,16.63,8,5,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
15,90035,3944,1605,659,235263,215.71,0.66,6.9,9,2,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
8,89902,10809,4787,3509,1691338,74.13,5.5,21.25,5,6,1,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
30,83413,7269,3464,2448,1943712,121.89,5.51,15.8,10,1,1,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
7,50350,6597,2307,1652,330400,102.45,0.95,20.97,3,4,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21,29202,744,311,155,65720,666.5,-0.36,4.14,11,1,3,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
17,56748,6017,2475,1545,679800,57.22,6.69,17.69,3,2,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
16,79786,7557,2992,2209,1504329,34.17,18.93,15.99,1,5,3,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
25,72571,4243,1448,483,251643,231.08,1.25,8.51,11,3,3,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
15,25743,924,423,302,237070,719.94,0.09,6.41,1,4,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
28,69929,5253,1417,834,638010,344.46,1.22,10.73,3,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
26,84034,8677,4416,2516,1519664,87.21,5.93,18.57,2,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
20,98351,13254,5924,1983,725778,110.77,2.3,21.52,4,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
22,80764,7245,1999,1430,543400,136.68,1.78,13.22,1,2,3,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
6,13396,1519,489,211,162892,306.82,1.52,16.56,10,2,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
21,86917,8773,3714,2518,553960,104.93,1.1,17.26,10,6,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
18,79309,10706,4528,3339,2247147,42.2,14.95,23.42,5,2,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
29,81558,5947,2853,1447,769804,133.86,2.97,12.56,5,0,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
20,10243,1407,753,423,247455,358.24,0.63,25.22,4,2,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
28,64207,7852,2727,1771,572033,41.39,6.8,19.23,8,1,3,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
26,46912,1172,550,279,215667,633.58,0.22,4.27,2,5,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
13,94503,10742,5033,2045,865035,114.35,2.7,18.86,10,6,1,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
7,42429,4911,2092,1489,323113,44.27,3.9,20.01,10,5,3,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
24,81648,9041,4338,3125,2425000,41.61,17.65,20.21,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12,63394,4511,1537,544,137088,356.42,-0.29,10.4,10,0,1,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
24,63783,4701,2499,1174,547084,180.47,1.58,13.13,5,4,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
21,72295,4269,2413,749,539280,111.79,5.44,10.28,3,4,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
9,31866,902,316,98,59682,1766.32,-0.66,4.13,7,3,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
12,43011,3044,779,608,156256,158.2,0.62,10.3,12,2,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
10,27662,2318,487,333,246753,324.8,1.28,11.34,7,5,2,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
8,31096,1301,359,272,180880,416.46,0.6,6.21,10,1,3,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
13,37936,1979,468,256,69376,614.7,-0.56,7.13,5,1,2,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
9,20200,2539,555,231,119889,778.23,-0.33,16.46,11,4,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
8,77551,8154,1648,1166,848848,150.56,3.84,14.14,2,5,3,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
15,76711,2021,883,269,209013,235.38,2.3,4.14,4,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28,44968,4749,1348,474,127032,537.42,-0.5,14.61,12,6,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14,71636,6900,2611,1733,480041,47.01,4.89,15.7,8,0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
13,81115,6033,2296,979,330902,224.41,0.51,11.48,11,3,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
24,47912,2409,1253,920,471040,116.98,3.38,9.56,11,4,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
10,57777,4089,1749,1252,354316,95.44,1.97,12.27,6,2,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
7,13524,2012,587,290,107590,197.22,0.88,21.36,3,4,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18,63394,4060,1045,501,223446,529.51,-0.16,8.84,2,6,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12,99206,12391,4951,2215,1109715,104.7,3.79,19.71,11,5,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
5,58860,1832,916,732,346968,245.96,0.93,5.91,5,4,1,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
12,74105,5703,3164,2255,1747625,91.72,7.45,15.01,5,5,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
6,83765,11124,6541,2054,1039324,132.4,2.82,23.54,4,2,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
15,18433,2170,1128,390,180180,582.42,-0.21,20.01,8,4,1,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
28,91725,3014,1364,777,351981,180.36,1.51,5.62,1,6,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5,74833,5986,3208,1034,382580,148.91,1.48,13.67,10,5,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
22,51442,2685,983,682,477400,204.47,2.42,8.46,9,1,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
14,40087,1336,404,308,107492,753.14,-0.54,5.11,9,3,2,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
25,63914,5075,2497,1489,650693,156.67,1.79,14.18,11,0,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
15,72260,1574,513,209,79838,921.84,-0.59,3.18,3,5,2,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
6,15445,1078,366,236,172044,1043.66,-0.3,10.88,10,0,3,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
26,99703,9258,5443,4172,2857820,47.43,13.44,18.93,3,1,3,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
15,50527,7199,4277,3159,1516320,59.12,7.12,28.96,2,3,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
10,89896,6870,3010,1797,700830,85.88,3.54,12.99,5,6,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
29,72588,7063,3812,1851,1051368,96.47,4.89,17.53,10,5,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
9,28471,2417,1400,1073,415251,73.45,4.27,17.18,6,2,1,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
25,89483,2344,1128,461,322700,173.58,3.03,4.4,10,2,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
23,58911,2615,1534,886,299468,243.45,0.39,8.55,10,2,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
16,91084,2377,998,426,188718,438.73,0.01,4.17,8,5,2,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
26,65770,9734,5486,2868,1195956,100.63,3.14,27.5,1,2,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
23,36431,4403,933,499,370258,483.59,0.53,16.02,4,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6,58586,8713,3069,1369,988418,153.42,3.71,22.45,3,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
11,28188,2795,1000,481,347763,259.15,1.79,15.17,10,2,1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
30,11346,772,354,198,137808,905.07,-0.23,11.67,12,2,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
5,69053,6564,1704,1164,500520,76.82,4.6,13.66,4,6,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8,24826,1098,347,161,57638,1472.9,-0.76,6.47,1,0,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
5,16778,341,90,40,11360,4549.65,-0.94,2.81,8,6,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
20,15709,1673,660,385,154770,302.59,0.33,17.3,4,2,3,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
16,41854,5837,1368,1064,825664,79.21,8.8,19.76,8,4,1,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
28,80213,6683,2931,1573,341341,67.76,2.2,13.95,10,0,3,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
13,73201,8746,2304,1805,1025240,139.61,3.07,17.56,11,4,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
30,21188,2710,932,556,285784,241.41,1.13,19.81,12,3,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
21,16452,1686,655,269,199060,442.5,0.67,15.86,9,0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
18,18211,2037,1081,711,307863,80.2,4.4,21.03,11,0,3,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
20,87545,4285,2170,1009,746660,133.01,4.56,8.53,3,6,2,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
26,15049,2039,999,554,311348,478.58,0.17,23.87,11,2,1,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
22,19869,700,357,121,69333,2241.25,-0.74,5.93,8,4,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
29,14197,976,465,334,114228,414.56,-0.18,12.5,8,3,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
22,35094,2244,1327,813,637392,118.15,5.64,12.49,10,6,3,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
15,73608,4277,2382,1899,1306512,58.29,10.8,11.63,9,3,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
8,80036,9438,4537,1554,975912,185.21,2.39,19.4,12,1,2,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
19,58693,4111,1742,1356,456972,90.8,2.71,12.28,1,3,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
30,66226,9115,3023,2244,1180344,96.69,4.44,21.72,5,3,2,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
8,60090,8568,4853,2381,997639,103.71,3.04,26.3,4,0,2,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
19,78730,9554,3343,2262,1119690,67.82,6.3,19.25,5,5,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
20,68268,7339,2653,1434,390048,117.1,1.32,16.74,6,4,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8,99601,13236,5735,3300,2554200,86.43,7.96,22.36,9,3,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
20,32141,1356,723,296,97680,331.94,-0.01,7.39,12,1,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
16,94707,6974,1468,475,239875,376.03,0.34,9.42,2,6,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
19,69481,7326,1926,1046,383882,264.26,0.39,14.82,5,1,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
11,97396,3797,1368,793,218075,79.61,2.45,6.12,10,3,3,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
20,12456,1647,866,619,375114,300.27,1.02,25.14,4,1,2,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
7,57078,3640,1329,937,646530,132.27,4.22,10.35,6,3,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
22,63394,7764,3619,2867,696681,37.46,5.49,22.48,9,0,3,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
14,10528,1200,362,147,98931,1482.37,-0.55,16.23,5,1,2,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
25,31649,3557,1814,1036,493136,63.48,6.5,20.24,12,0,2,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
16,32690,895,294,234,175734,682.12,0.1,4.35,12,3,2,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
12,60545,2647,1390,706,458194,281.28,1.31,7.83,4,5,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
10,76480,3111,1264,657,500634,454.41,0.68,6.58,8,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
22,36714,4162,1483,502,286140,412.53,0.38,16.74,4,5,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
16,68636,7118,3826,2033,1303153,67.59,8.48,18.91,1,4,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
15,50507,3489,1204,616,253176,429.63,-0.04,10.51,4,5,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
10,16953,380,146,48,32736,5793.65,-0.88,3.39,10,4,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
6,36777,3115,1214,721,501095,132.17,4.26,13.73,9,3,3,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
30,92732,13155,7844,5805,1991115,15.8,20.7,28.9,4,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
29,19944,1817,982,495,157905,413.13,-0.23,16.52,12,6,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
25,83649,10628,4922,3093,1738266,20.03,27.06,22.29,12,6,2,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
29,83353,8881,3760,2088,831024,128.49,2.1,17.67,2,6,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
22,56013,2117,1269,875,385875,212.23,1.08,7.61,4,3,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
26,41187,3587,1657,529,385641,359.29,1.03,14.02,9,6,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
6,47314,1324,611,478,337946,583.45,0.21,5.1,9,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20,46789,3249,1687,761,417789,135.25,3.06,12.18,2,2,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
16,39920,3245,1832,1334,853760,148.95,3.3,16.06,2,1,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
27,55769,4042,1111,421,211342,504.7,-0.01,9.99,4,6,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
21,38199,1774,790,289,230044,809.33,-0.02,7.47,2,2,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
26,40985,3335,1512,768,488448,330.22,0.93,13.7,2,3,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
7,14835,911,365,143,56056,1437.24,-0.73,9.57,9,5,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
16,92388,2572,1232,791,411320,127.33,3.08,4.97,3,5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
27,70112,7131,3971,3169,2177103,59.09,10.63,20.35,2,3,2,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
21,70807,3189,841,390,96720,698.43,-0.64,6.24,6,0,3,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
29,46710,5945,3411,1882,878894,140.97,2.31,24.06,10,1,3,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
12,17822,445,186,143,61919,1701.1,-0.75,4.34,2,2,1,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
30,24192,2105,1067,361,246202,665.5,0.02,14.6,11,3,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
28,20458,790,270,208,69888,1225.54,-0.73,6.2,8,2,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
6,74297,2685,797,490,192570,437.49,-0.1,5.35,7,5,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14,41045,5221,1163,811,497954,246.21,1.49,17.53,7,2,2,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
30,88653,5780,2822,1066,459446,217.83,0.98,10.91,12,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
20,58789,7628,4292,2877,1300404,73.84,5.12,25.17,2,1,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
15,21379,2168,898,656,248624,262.51,0.44,17.41,1,5,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
21,29768,2607,876,569,293604,171.3,2.01,13.61,3,4,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
28,96751,14102,3482,2736,1556784,50.73,10.22,21.0,8,2,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
28,10272,914,438,179,94870,1527.49,-0.65,14.9,10,6,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
29,79141,11819,4886,3790,2463500,68.05,8.55,25.9,12,2,1,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
12,78364,7874,3504,1472,1077504,202.45,2.62,16.4,8,0,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
20,45267,2181,615,423,126477,556.13,-0.46,7.11,5,1,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13,71175,5894,3473,1203,435486,239.81,0.51,14.85,2,5,2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
28,92945,8576,2411,1051,410941,196.83,0.99,12.95,8,2,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
21,35899,5073,1648,662,397862,392.5,0.53,20.57,10,6,2,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
25,29697,1725,918,608,366624,444.39,0.36,10.95,10,4,3,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
17,27672,829,481,371,110929,245.53,0.22,6.07,2,1,2,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
29,19332,2547,1028,730,468660,373.93,0.72,22.27,9,5,3,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
6,88801,12182,6592,2480,592720,88.52,1.7,23.93,2,5,3,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
22,99334,8184,4749,3301,1495353,88.05,4.14,16.34,5,4,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
